commune,latitude,longitude,date_incident,type_incident,gravite,source
Kimbanseke,-4.434011464195405,15.391324678589719,2023-10-04 19:00:00,violence sexuelle,Faible,réseaux sociaux
Bandalungwa,-4.326669507794176,15.284529103429017,2023-08-16 19:00:00,vol,Moyenne,ONG
Matete,-4.3859234738789965,15.352079213365613,2023-05-18 22:00:00,violence sexuelle,Faible,application Kimia-kin
Selembao,-4.3858973429258015,15.28677052774502,2023-12-24 20:00:00,vol,Moyenne,ONG
Matete,-4.399690976120463,15.357716707757398,2023-07-22 15:00:00,vol,Moyenne,réseaux sociaux
Bumbu,-4.371908746193535,15.286847757767568,2023-12-21 23:00:00,vol,Faible,réseaux sociaux
Matete,-4.38861990127819,15.373240640172456,2023-10-22 17:00:00,violence sexuelle,Faible,réseaux sociaux
Matete,-4.392323534513872,15.340739900182687,2023-04-09 12:00:00,vol,Moyenne,application Kimia-kin
Kimbanseke,-4.441973360467633,15.401805854496684,2023-09-25 20:00:00,incendie,Moyenne,réseaux sociaux
MontNgafula,-4.455891790532604,15.227333973647488,2023-01-27 09:00:00,vol,Élevée,réseaux sociaux
Kimbanseke,-4.436654789327816,15.388902474786718,2023-02-22 17:00:00,vol,Faible,ONG
Ngaba,-4.378718053430063,15.314958018199151,2023-10-21 04:00:00,agression,Moyenne,réseaux sociaux
Bumbu,-4.366180638031681,15.283014500468836,2023-10-23 23:00:00,agression,Moyenne,application Kimia-kin
Ngaba,-4.380686552397375,15.30646434135329,2023-07-24 21:00:00,agression,Moyenne,réseaux sociaux
Ngaba,-4.37460038887227,15.326431395298222,2023-12-24 22:00:00,agression,Moyenne,application Kimia-kin
Bumbu,-4.356640912481611,15.311798573251957,2023-05-14 22:00:00,agression,Moyenne,ONG
Matete,-4.388431350780383,15.357318687174361,2023-08-21 15:00:00,vol,Moyenne,réseaux sociaux
Kasa-Vubu,-4.328803889004366,15.30083372699816,2023-03-12 13:00:00,vol,Moyenne,réseaux sociaux
Bumbu,-4.378335299947956,15.297067755344049,2023-01-02 21:00:00,accident,Moyenne,ONG
Lemba,-4.407391431188835,15.320286987083243,2023-03-13 20:00:00,violence sexuelle,Moyenne,réseaux sociaux
Kimbanseke,-4.442725040653633,15.39522790963216,2023-08-01 02:00:00,agression,Élevée,réseaux sociaux
Kasa-Vubu,-4.3334077387422,15.300992374303206,2023-05-15 16:00:00,vol,Moyenne,application Kimia-kin
Bumbu,-4.36829895039846,15.281149097183825,2023-02-23 11:00:00,vol,Moyenne,réseaux sociaux
Lingwala,-4.319279086550403,15.27308101955544,2023-10-20 10:00:00,vol,Élevée,réseaux sociaux
Bumbu,-4.357993441163202,15.297109019761988,2023-06-28 19:00:00,vol,Moyenne,application Kimia-kin
Selembao,-4.360818706649153,15.289977407495423,2023-08-03 14:00:00,accident,Faible,réseaux sociaux
Bumbu,-4.366787815620427,15.309664893939354,2023-01-15 01:00:00,insécurité routière,Élevée,réseaux sociaux
Ngaba,-4.380956731465599,15.320480796954353,2023-12-14 20:00:00,agression,Moyenne,application Kimia-kin
Bumbu,-4.36841130700326,15.29897897081572,2023-10-19 07:00:00,agression,Moyenne,ONG
Bumbu,-4.361781072842199,15.281789834129333,2023-05-30 19:00:00,accident,Faible,ONG
Bumbu,-4.371299601114046,15.288294685006417,2023-02-19 10:00:00,vol,Élevée,ONG
Kimbanseke,-4.441454611597744,15.405717378018199,2023-06-17 21:00:00,agression,Faible,application Kimia-kin
Selembao,-4.37499976238354,15.302904978016372,2023-01-10 10:00:00,insécurité routière,Moyenne,réseaux sociaux
Selembao,-4.375561637481646,15.280859220264606,2023-01-22 19:00:00,violence sexuelle,Élevée,réseaux sociaux
NgiriNgiri,-4.341059057355796,15.286937107844144,2023-09-08 19:00:00,vol,Moyenne,application Kimia-kin
Ngaba,-4.387761920252024,15.335603309219684,2023-09-11 12:00:00,agression,Moyenne,réseaux sociaux
Kimbanseke,-4.441277604266619,15.39250732608143,2023-05-29 17:00:00,vol,Moyenne,réseaux sociaux
Lemba,-4.404898655058794,15.312873672904525,2023-12-20 18:00:00,vol,Moyenne,réseaux sociaux
Matete,-4.399250477286312,15.355275852911072,2023-08-11 18:00:00,accident,Moyenne,application Kimia-kin
Maluku,-4.062390898800491,15.534340536779107,2023-10-24 09:00:00,accident,Moyenne,ONG
Matete,-4.379836674256096,15.346229223752399,2023-05-17 19:00:00,violence sexuelle,Moyenne,réseaux sociaux
Matete,-4.397755255929865,15.351925930391028,2023-12-27 09:00:00,agression,Faible,réseaux sociaux
Matete,-4.39148509851833,15.361079415817011,2023-12-22 18:00:00,insécurité routière,Moyenne,réseaux sociaux
Bumbu,-4.380379583196081,15.287675136512167,2023-07-05 19:00:00,vol,Moyenne,ONG
Ngaliema,-4.374549408106439,15.260976448341703,2023-07-07 13:00:00,accident,Moyenne,réseaux sociaux
Limete,-4.369637727357579,15.343378788063529,2023-05-29 13:00:00,vol,Moyenne,réseaux sociaux
Kimbanseke,-4.450558936045783,15.399677136784044,2023-08-31 20:00:00,insécurité routière,Faible,ONG
MontNgafula,-4.454024385407419,15.223245216074677,2023-06-02 16:00:00,accident,Moyenne,réseaux sociaux
Selembao,-4.369043492563818,15.283465250842138,2023-05-03 18:00:00,agression,Moyenne,réseaux sociaux
Bumbu,-4.352831712075998,15.297246031557025,2023-02-14 09:00:00,vol,Moyenne,réseaux sociaux
Selembao,-4.3648104360494155,15.285282873926873,2023-09-03 07:00:00,violence sexuelle,Moyenne,application Kimia-kin
Bumbu,-4.377221033395336,15.300565635401236,2023-08-24 21:00:00,vandalisme,Élevée,réseaux sociaux
Bumbu,-4.368540864755786,15.294734604907905,2023-08-08 21:00:00,vol,Moyenne,réseaux sociaux
NSele,-4.4126816126749615,15.498560170926224,2023-10-15 16:00:00,enlèvement,Faible,application Kimia-kin
Matete,-4.37906349189325,15.35068628371315,2023-02-07 09:00:00,vol,Élevée,réseaux sociaux
Ngaba,-4.373226923829083,15.312309534880761,2023-01-29 16:00:00,vol,Élevée,ONG
Bumbu,-4.3748648740601945,15.283484077588403,2023-05-23 11:00:00,vol,Moyenne,réseaux sociaux
Gombe,-4.301031731971597,15.301013720271323,2023-03-21 16:00:00,agression,Moyenne,application Kimia-kin
Limete,-4.3809315833520905,15.345452518372499,2023-05-06 16:00:00,agression,Élevée,réseaux sociaux
Selembao,-4.368196780911784,15.286020940833886,2023-02-21 20:00:00,vol,Moyenne,application Kimia-kin
Kimbanseke,-4.4245601643712,15.40264094980569,2023-05-13 19:00:00,vol,Faible,réseaux sociaux
Bumbu,-4.365058551556329,15.285949780452533,2023-09-07 13:00:00,vol,Faible,application Kimia-kin
Bandalungwa,-4.349085716942886,15.274746798434334,2023-09-14 11:00:00,vol,Moyenne,réseaux sociaux
Bumbu,-4.352921463482807,15.299439724215244,2023-08-15 16:00:00,vol,Faible,réseaux sociaux
Ndjili,-4.383882479750705,15.447719668662664,2023-11-03 19:00:00,agression,Faible,ONG
Matete,-4.394266617643897,15.35808196054854,2023-08-07 18:00:00,violence sexuelle,Élevée,application Kimia-kin
Matete,-4.377860518590437,15.35207965611788,2023-02-26 18:00:00,agression,Moyenne,réseaux sociaux
Selembao,-4.37749914613723,15.281002782168642,2023-01-02 18:00:00,vol,Faible,application Kimia-kin
Bumbu,-4.361680959040607,15.287121536261335,2023-12-11 20:00:00,agression,Moyenne,application Kimia-kin
Kimbanseke,-4.426642539297651,15.39445308224158,2023-12-08 17:00:00,vol,Moyenne,réseaux sociaux
Bumbu,-4.3664088521279325,15.291308413372942,2023-10-16 17:00:00,agression,Moyenne,réseaux sociaux
Ngaba,-4.37283823912381,15.322890575679464,2023-11-12 08:00:00,vol,Élevée,réseaux sociaux
Ngaba,-4.37428780346178,15.31342129049464,2023-08-18 20:00:00,vol,Moyenne,réseaux sociaux
Selembao,-4.374139249550286,15.278777034699743,2023-01-09 19:00:00,insécurité routière,Moyenne,ONG
Bumbu,-4.3763286441280655,15.29010469177663,2023-11-20 10:00:00,vandalisme,Moyenne,application Kimia-kin
Kimbanseke,-4.440458847059534,15.40382917419329,2023-07-16 20:00:00,insécurité routière,Élevée,ONG
Selembao,-4.368549459947549,15.291000802644158,2023-02-17 13:00:00,vol,Moyenne,ONG
Ndjili,-4.391855639169905,15.447851618717067,2023-01-25 01:00:00,vol,Moyenne,application Kimia-kin
Kimbanseke,-4.430762288159385,15.388808496604643,2023-09-07 12:00:00,insécurité routière,Moyenne,ONG
Bumbu,-4.36735093307894,15.292987333144318,2023-11-06 08:00:00,incendie,Élevée,réseaux sociaux
Selembao,-4.377743957280276,15.28169201068658,2023-06-25 23:00:00,vol,Moyenne,application Kimia-kin
Matete,-4.400146540723387,15.345331099935873,2023-09-01 20:00:00,enlèvement,Moyenne,réseaux sociaux
Ngaba,-4.372685629412004,15.316120332249897,2023-11-28 22:00:00,violence sexuelle,Faible,réseaux sociaux
Kintambo,-4.335587925764491,15.280151386482833,2023-01-18 20:00:00,vol,Élevée,réseaux sociaux
Selembao,-4.361734313235929,15.276239934295768,2023-03-27 11:00:00,accident,Élevée,réseaux sociaux
Ngaba,-4.364575722280144,15.33001042685228,2023-07-18 22:00:00,agression,Faible,réseaux sociaux
Ngaba,-4.375762432410084,15.304979507432634,2023-10-23 18:00:00,vol,Faible,réseaux sociaux
Ngaba,-4.360246317820609,15.310991993986924,2023-06-13 21:00:00,vol,Faible,réseaux sociaux
Selembao,-4.374761248842491,15.28157727476807,2023-12-05 10:00:00,vol,Moyenne,application Kimia-kin
Kimbanseke,-4.433193054145301,15.398332990104583,2023-03-02 12:00:00,insécurité routière,Moyenne,application Kimia-kin
Kimbanseke,-4.440972642364076,15.394553527003064,2023-10-01 21:00:00,agression,Faible,réseaux sociaux
Selembao,-4.370772310846882,15.286525319423292,2023-11-22 12:00:00,vol,Moyenne,ONG
Kimbanseke,-4.444595497515522,15.395828140270806,2023-03-29 22:00:00,violence sexuelle,Élevée,réseaux sociaux
Matete,-4.388543396281743,15.354112948539168,2023-01-03 20:00:00,agression,Moyenne,ONG
Ngaliema,-4.3657844591497135,15.251613308088217,2023-02-04 07:00:00,vandalisme,Moyenne,ONG
Ngaba,-4.377827065080131,15.33130427257538,2023-03-11 17:00:00,insécurité routière,Faible,réseaux sociaux
Matete,-4.397756030669528,15.3564544345569,2023-01-01 19:00:00,vol,Élevée,application Kimia-kin
Gombe,-4.301269338392202,15.310196775832809,2023-12-12 08:00:00,agression,Faible,application Kimia-kin
NSele,-4.416889476168457,15.495608837595915,2023-07-27 02:00:00,agression,Faible,application Kimia-kin
Matete,-4.392110404970767,15.343154277529857,2023-10-15 20:00:00,incendie,Moyenne,réseaux sociaux
Kimbanseke,-4.442998001422102,15.391414471875862,2023-03-26 16:00:00,insécurité routière,Faible,ONG
Selembao,-4.364374079668209,15.290202187098254,2023-09-27 10:00:00,agression,Moyenne,application Kimia-kin
Kimbanseke,-4.432481680376057,15.392506704324303,2023-10-22 22:00:00,insécurité routière,Moyenne,application Kimia-kin
Selembao,-4.380456610850154,15.295949413128886,2023-09-17 14:00:00,violence sexuelle,Élevée,ONG
Kimbanseke,-4.437268632361954,15.38441081347631,2023-03-13 19:00:00,agression,Faible,application Kimia-kin
Bumbu,-4.371803649824778,15.296072760399777,2023-02-08 10:00:00,agression,Moyenne,ONG
Bumbu,-4.379311617355144,15.309831772297736,2023-11-08 12:00:00,agression,Moyenne,ONG
Selembao,-4.359162443900352,15.286525806785383,2023-03-12 22:00:00,agression,Élevée,réseaux sociaux
Lingwala,-4.320112021967189,15.285507697318,2023-08-21 17:00:00,agression,Moyenne,ONG
Kimbanseke,-4.454872650429375,15.39264587289791,2023-05-03 06:00:00,vol,Moyenne,réseaux sociaux
Kimbanseke,-4.441970810949037,15.392063318687347,2023-04-29 17:00:00,agression,Moyenne,application Kimia-kin
MontNgafula,-4.465285914466911,15.222013235854003,2023-06-30 08:00:00,vol,Faible,réseaux sociaux
Selembao,-4.3639743950555,15.285760400155208,2023-06-07 17:00:00,vol,Élevée,réseaux sociaux
Bumbu,-4.363491786548795,15.298446747488999,2023-07-11 19:00:00,agression,Élevée,réseaux sociaux
NgiriNgiri,-4.351278305743496,15.297017459695788,2023-05-21 22:00:00,agression,Moyenne,réseaux sociaux
Bumbu,-4.363245674890572,15.298806661787134,2023-07-17 20:00:00,agression,Faible,application Kimia-kin
Selembao,-4.373643622544633,15.279655861338542,2023-12-20 06:00:00,vol,Faible,ONG
Bumbu,-4.3630790682596,15.2976429179356,2023-06-05 11:00:00,violence sexuelle,Faible,réseaux sociaux
Barumbu,-4.312680104694806,15.340906497222504,2023-08-04 18:00:00,vol,Faible,application Kimia-kin
Maluku,-4.0740978137223705,15.540465753673885,2023-09-19 14:00:00,vol,Moyenne,application Kimia-kin
Kalamu,-4.348957841877187,15.316108697903516,2023-12-26 18:00:00,agression,Moyenne,réseaux sociaux
Selembao,-4.37339109526719,15.286409107833501,2023-04-21 21:00:00,insécurité routière,Moyenne,réseaux sociaux
Gombe,-4.3047666184352025,15.307520511866011,2023-03-01 13:00:00,agression,Moyenne,réseaux sociaux
Ngaba,-4.362332550572844,15.304648511319595,2023-10-01 20:00:00,vandalisme,Élevée,réseaux sociaux
Lingwala,-4.313875258030413,15.292725151369323,2023-03-02 07:00:00,vol,Moyenne,application Kimia-kin
NgiriNgiri,-4.345459852504266,15.300671837378017,2023-06-25 17:00:00,vol,Moyenne,réseaux sociaux
Ngaba,-4.379170427139453,15.31038587679054,2023-03-03 16:00:00,agression,Faible,application Kimia-kin
Ndjili,-4.380027270216471,15.446980598770478,2023-07-23 18:00:00,vol,Élevée,ONG
Selembao,-4.374980233079201,15.278108830543685,2023-10-15 20:00:00,vol,Moyenne,réseaux sociaux
Ngaba,-4.373534945581161,15.324865999720618,2023-08-27 19:00:00,vol,Faible,ONG
Kimbanseke,-4.440489357310793,15.402805946941426,2023-10-21 19:00:00,agression,Moyenne,application Kimia-kin
Matete,-4.386498576594264,15.346225406416634,2023-10-15 12:00:00,vol,Faible,réseaux sociaux
Kiseno,-4.407624694646551,15.338318114739927,2023-08-22 18:00:00,agression,Faible,application Kimia-kin
Kimbanseke,-4.440839617607838,15.408318098811622,2023-05-15 14:00:00,vol,Moyenne,application Kimia-kin
Selembao,-4.374391854583763,15.288832839371665,2023-07-27 10:00:00,insécurité routière,Moyenne,application Kimia-kin
Matete,-4.377054663173924,15.350258466411203,2023-03-15 19:00:00,insécurité routière,Moyenne,réseaux sociaux
Kasa-Vubu,-4.32299125500571,15.30353681941665,2023-03-09 02:00:00,agression,Faible,application Kimia-kin
Masina,-4.383166499715317,15.380112772863928,2023-06-01 23:00:00,agression,Élevée,ONG
Matete,-4.391558240984414,15.365571114740364,2023-07-16 14:00:00,vol,Élevée,réseaux sociaux
Maluku,-4.068091085300119,15.538058420360564,2023-12-22 14:00:00,agression,Faible,application Kimia-kin
Kimbanseke,-4.442029527964118,15.393214696085213,2023-03-09 22:00:00,vol,Élevée,ONG
Kalamu,-4.342754855352777,15.331166679760946,2023-11-30 18:00:00,vol,Faible,ONG
Ngaba,-4.3543574614734,15.320833784605194,2023-08-21 13:00:00,vol,Moyenne,ONG
Gombe,-4.312470983552115,15.29475498856346,2023-02-14 16:00:00,agression,Moyenne,ONG
Kimbanseke,-4.456496024125524,15.393178060889333,2023-01-14 20:00:00,accident,Faible,réseaux sociaux
Selembao,-4.374025241298654,15.291249543945588,2023-03-24 21:00:00,agression,Faible,ONG
NgiriNgiri,-4.342070611800703,15.299737532908475,2023-03-23 17:00:00,vol,Faible,ONG
Masina,-4.371781321140922,15.386508796682259,2023-12-15 17:00:00,vol,Moyenne,réseaux sociaux
Ngaliema,-4.371689540058673,15.258713078358614,2023-05-23 20:00:00,vol,Moyenne,réseaux sociaux
Kimbanseke,-4.4321528494422875,15.392074081928156,2023-08-17 22:00:00,vol,Faible,application Kimia-kin
Bumbu,-4.38158378718526,15.295337064510257,2023-11-30 21:00:00,violence sexuelle,Faible,application Kimia-kin
Kimbanseke,-4.444071213792133,15.394023099530658,2023-04-26 21:00:00,accident,Moyenne,réseaux sociaux
Bumbu,-4.364134444999758,15.295502743065864,2023-12-21 22:00:00,vol,Élevée,application Kimia-kin
Matete,-4.388226164268806,15.342590862022549,2023-08-01 22:00:00,accident,Moyenne,réseaux sociaux
Kimbanseke,-4.451883825999339,15.394495761965818,2023-12-31 14:00:00,enlèvement,Élevée,réseaux sociaux
Ngaba,-4.377564365655847,15.318048356903473,2023-08-10 08:00:00,vol,Faible,réseaux sociaux
Matete,-4.375021452734261,15.361277008311106,2023-11-19 20:00:00,agression,Moyenne,réseaux sociaux
Ngaba,-4.371009428611007,15.314734463619876,2023-05-15 15:00:00,vol,Faible,réseaux sociaux
Kimbanseke,-4.450355716528313,15.39617055551415,2023-10-28 05:00:00,violence sexuelle,Moyenne,réseaux sociaux
Ngaba,-4.364195333716613,15.323632850915674,2023-09-08 12:00:00,agression,Moyenne,ONG
Ngaba,-4.371336026706068,15.31925860545832,2023-01-25 12:00:00,agression,Faible,ONG
Barumbu,-4.313409687475179,15.332330409174306,2023-08-06 21:00:00,agression,Moyenne,réseaux sociaux
Matete,-4.387043009092772,15.348976300641455,2023-02-26 22:00:00,vol,Faible,ONG
Bumbu,-4.36104611312508,15.297972271916164,2023-02-21 17:00:00,enlèvement,Élevée,ONG
Lemba,-4.404428070249693,15.325422145667794,2023-10-17 21:00:00,agression,Élevée,réseaux sociaux
Matete,-4.392350778184003,15.351573958210404,2023-01-16 19:00:00,insécurité routière,Élevée,réseaux sociaux
Ndjili,-4.378423762329155,15.458947897148981,2023-11-02 17:00:00,vol,Moyenne,ONG
Bumbu,-4.361185888609323,15.289711849132066,2023-06-17 19:00:00,violence sexuelle,Moyenne,réseaux sociaux
Gombe,-4.300759094563661,15.297351118309093,2023-10-01 21:00:00,agression,Moyenne,ONG
Matete,-4.394390380738073,15.363159611767163,2023-10-15 20:00:00,vol,Faible,application Kimia-kin
Kimbanseke,-4.439585321196411,15.400903372213882,2023-10-19 19:00:00,vol,Faible,réseaux sociaux
Selembao,-4.3772855343444785,15.267216313052485,2023-05-01 18:00:00,incendie,Faible,application Kimia-kin
Kimbanseke,-4.431727883344673,15.399906968644515,2023-04-23 08:00:00,vol,Élevée,ONG
Kimbanseke,-4.445360158007092,15.402445926807703,2023-11-30 21:00:00,vol,Moyenne,application Kimia-kin
Ngaba,-4.379520075199827,15.325878000863833,2023-09-17 17:00:00,vol,Faible,application Kimia-kin
Selembao,-4.368043051807789,15.290964870447509,2023-03-27 17:00:00,agression,Faible,application Kimia-kin
Selembao,-4.3744869970966525,15.292301211189786,2023-03-16 17:00:00,agression,Moyenne,réseaux sociaux
Barumbu,-4.335305777981311,15.325435700481588,2023-08-10 23:00:00,vol,Élevée,ONG
Selembao,-4.372335246838342,15.299293129267534,2023-07-11 21:00:00,agression,Moyenne,application Kimia-kin
Selembao,-4.374062091357383,15.270173871732286,2023-02-05 09:00:00,vol,Moyenne,ONG
Kimbanseke,-4.440761194439916,15.395233555160067,2023-11-01 18:00:00,vol,Faible,réseaux sociaux
Lemba,-4.416240134892947,15.31596864080229,2023-05-12 21:00:00,agression,Faible,réseaux sociaux
Selembao,-4.369921632268908,15.30060555223088,2023-07-09 19:00:00,violence sexuelle,Moyenne,ONG
Ngaba,-4.379170867946801,15.32443435679682,2023-05-02 09:00:00,incendie,Élevée,application Kimia-kin
Selembao,-4.3757774173653115,15.287028400724061,2023-12-20 09:00:00,vol,Moyenne,application Kimia-kin
Kimbanseke,-4.446765188452643,15.389506209477592,2023-04-26 19:00:00,agression,Faible,application Kimia-kin
Kimbanseke,-4.438874326869339,15.399228040250168,2023-08-31 09:00:00,violence sexuelle,Moyenne,application Kimia-kin
Bumbu,-4.364534211218236,15.300295122463538,2023-12-03 10:00:00,vol,Moyenne,application Kimia-kin
NSele,-4.410264714799803,15.491068660105343,2023-08-10 15:00:00,vol,Moyenne,application Kimia-kin
Kimbanseke,-4.445866543166392,15.40576481694884,2023-09-24 15:00:00,vol,Faible,application Kimia-kin
Maluku,-4.071621030938279,15.53810707474754,2023-12-23 04:00:00,incendie,Moyenne,ONG
Matete,-4.370702873351785,15.358143607948412,2023-10-07 22:00:00,incendie,Moyenne,réseaux sociaux
Matete,-4.375914082399477,15.349557075285247,2023-04-27 17:00:00,insécurité routière,Moyenne,réseaux sociaux
Matete,-4.372173015949956,15.348691298792183,2023-02-13 15:00:00,vol,Élevée,réseaux sociaux
Kimbanseke,-4.42801272315103,15.39244098579938,2023-01-06 16:00:00,vol,Élevée,ONG
Masina,-4.381917755957385,15.39331433142263,2023-07-21 19:00:00,accident,Élevée,réseaux sociaux
Kinshasa,-4.320775772719857,15.300491014534153,2023-09-15 20:00:00,vol,Élevée,ONG
Ngaba,-4.373585837772809,15.316299924829577,2023-07-19 21:00:00,vol,Moyenne,application Kimia-kin
Ngaba,-4.360704171188273,15.312943711445463,2023-01-14 18:00:00,vol,Faible,réseaux sociaux
Bumbu,-4.364591030658151,15.297051472113209,2023-11-20 19:00:00,insécurité routière,Faible,réseaux sociaux
Ngaliema,-4.3720838805962075,15.253242112361498,2023-07-03 17:00:00,enlèvement,Faible,réseaux sociaux
Kimbanseke,-4.43852160604233,15.394714288846762,2023-02-20 23:00:00,insécurité routière,Moyenne,réseaux sociaux
Selembao,-4.368880621534374,15.287001789621366,2023-02-10 17:00:00,vol,Moyenne,ONG
Ngaba,-4.383921398211896,15.320076281419915,2023-01-29 01:00:00,vol,Faible,réseaux sociaux
Bumbu,-4.365336394182201,15.28721901040522,2023-10-09 18:00:00,enlèvement,Moyenne,réseaux sociaux
Ngaba,-4.381699749789091,15.295928358864444,2023-02-01 19:00:00,vol,Élevée,réseaux sociaux
Bumbu,-4.366854665705566,15.298048256933209,2023-02-01 16:00:00,vol,Moyenne,réseaux sociaux
Kimbanseke,-4.438359465353151,15.3915890150633,2023-09-03 17:00:00,vol,Moyenne,ONG
Lemba,-4.403990192425363,15.31965031677514,2023-07-05 20:00:00,vol,Moyenne,réseaux sociaux
Bumbu,-4.373862017018657,15.287412244449532,2023-11-18 22:00:00,vol,Faible,ONG
Matete,-4.388761206942803,15.349656891318299,2023-10-19 17:00:00,vol,Moyenne,application Kimia-kin
Bumbu,-4.360837461918281,15.305792550150962,2023-11-24 12:00:00,vol,Faible,application Kimia-kin
Ndjili,-4.393067947397157,15.452457545622947,2023-12-17 10:00:00,vandalisme,Moyenne,réseaux sociaux
Selembao,-4.371778649392966,15.289616487548226,2023-06-15 19:00:00,agression,Élevée,application Kimia-kin
Matete,-4.38271840561586,15.34890173010344,2023-09-17 12:00:00,vol,Moyenne,ONG
Bumbu,-4.37342581152501,15.297396086042607,2023-03-10 17:00:00,vol,Élevée,réseaux sociaux
Matete,-4.382994237611203,15.350892778376625,2023-04-05 20:00:00,agression,Moyenne,application Kimia-kin
Matete,-4.391583766977755,15.342053682851663,2023-04-19 15:00:00,vol,Élevée,réseaux sociaux
Bumbu,-4.369399158757963,15.295358801057535,2023-11-12 17:00:00,vol,Élevée,application Kimia-kin
Matete,-4.3819061621947215,15.34317198809084,2023-08-22 07:00:00,vol,Faible,ONG
Kimbanseke,-4.446405026397717,15.399781131882461,2023-11-12 22:00:00,agression,Moyenne,réseaux sociaux
Ndjili,-4.389373314047752,15.446729816854765,2023-12-11 17:00:00,agression,Faible,application Kimia-kin
Selembao,-4.368241951115346,15.282900280912083,2023-03-13 07:00:00,insécurité routière,Faible,ONG
Kimbanseke,-4.4422930645806575,15.399218685379935,2023-03-15 09:00:00,vandalisme,Faible,ONG
Bumbu,-4.376860244177342,15.296988713442577,2023-07-14 15:00:00,vol,Moyenne,application Kimia-kin
Bumbu,-4.38398726211057,15.3018223526417,2023-05-11 18:00:00,vol,Faible,réseaux sociaux
Selembao,-4.370447632307679,15.290622222023496,2023-05-06 07:00:00,vol,Élevée,ONG
Selembao,-4.361895215143531,15.303994611765741,2023-08-01 11:00:00,vol,Moyenne,réseaux sociaux
Bumbu,-4.357911864144032,15.2930625813562,2023-08-29 17:00:00,insécurité routière,Moyenne,réseaux sociaux
Kimbanseke,-4.447890447367819,15.393285161943881,2023-08-09 19:00:00,agression,Moyenne,réseaux sociaux
Kimbanseke,-4.426665629304646,15.389927133789943,2023-07-27 11:00:00,accident,Moyenne,réseaux sociaux
Gombe,-4.2847073044229145,15.319073881935877,2023-04-21 17:00:00,violence sexuelle,Moyenne,réseaux sociaux
Kimbanseke,-4.446282486300567,15.395048601647174,2023-02-17 00:00:00,violence sexuelle,Moyenne,ONG
Matete,-4.385941587813646,15.351013883666697,2023-01-05 18:00:00,agression,Moyenne,application Kimia-kin
Matete,-4.3859447391506015,15.353314112807213,2023-04-19 20:00:00,agression,Moyenne,application Kimia-kin
Ngaba,-4.377579254532991,15.338080598682039,2023-07-13 14:00:00,accident,Faible,réseaux sociaux
Ngaba,-4.356994404248134,15.3183503132762,2023-01-23 17:00:00,vol,Faible,ONG
Kimbanseke,-4.431487545291422,15.398569433615684,2023-04-20 17:00:00,vol,Faible,réseaux sociaux
Bumbu,-4.362635453107107,15.305494622505629,2023-03-27 08:00:00,agression,Faible,application Kimia-kin
Selembao,-4.371179262747781,15.288660090431538,2023-03-28 14:00:00,vol,Moyenne,réseaux sociaux
Selembao,-4.384151311042963,15.277607814781216,2023-06-12 01:00:00,vandalisme,Élevée,ONG
Ngaba,-4.371130502441252,15.311643159106186,2023-04-10 21:00:00,agression,Faible,réseaux sociaux
Selembao,-4.362768788184077,15.293200259037908,2023-09-20 18:00:00,violence sexuelle,Élevée,ONG
Selembao,-4.3687435919787765,15.278013278430771,2023-01-17 10:00:00,agression,Faible,réseaux sociaux
Ngaba,-4.371844584419614,15.322818260411905,2023-08-16 12:00:00,insécurité routière,Moyenne,réseaux sociaux
Selembao,-4.374753485234485,15.275028830208594,2023-04-18 01:00:00,vol,Faible,ONG
Ngaba,-4.366391096271506,15.329390560569747,2023-08-31 17:00:00,insécurité routière,Élevée,ONG
Ngaba,-4.359622713124646,15.3207068315879,2023-07-18 19:00:00,agression,Faible,application Kimia-kin
Matete,-4.377826401850009,15.339347290272999,2023-02-22 03:00:00,vol,Faible,réseaux sociaux
Ngaba,-4.365371861453677,15.31708670794548,2023-05-05 16:00:00,agression,Moyenne,réseaux sociaux
Kimbanseke,-4.450659610445156,15.39990622875776,2023-11-05 06:00:00,vol,Moyenne,ONG
Selembao,-4.382848330430698,15.272989301137107,2023-02-15 20:00:00,vol,Moyenne,ONG
Matete,-4.395189864676326,15.349287137634445,2023-11-18 20:00:00,agression,Faible,application Kimia-kin
Kimbanseke,-4.446806731918497,15.398998235004377,2023-06-25 18:00:00,vol,Élevée,réseaux sociaux
Selembao,-4.3690153483961565,15.270716047853757,2023-05-17 18:00:00,vol,Élevée,réseaux sociaux
Selembao,-4.378449724621703,15.286933110723714,2023-02-02 19:00:00,vol,Faible,réseaux sociaux
Bumbu,-4.361298716065894,15.296981660831104,2023-06-04 19:00:00,vol,Élevée,application Kimia-kin
Bumbu,-4.367099512980286,15.285794432168844,2023-12-02 19:00:00,enlèvement,Faible,application Kimia-kin
Maluku,-4.066334389481681,15.531943870008543,2023-03-21 18:00:00,vol,Moyenne,application Kimia-kin
Barumbu,-4.323439071704556,15.330825401048559,2023-12-15 08:00:00,vol,Faible,ONG
Matete,-4.390601738066506,15.34506707243073,2023-11-06 13:00:00,enlèvement,Faible,application Kimia-kin
Ngaba,-4.38145240862111,15.316002159176106,2023-03-12 06:00:00,vol,Élevée,ONG
Ngaba,-4.378272998879905,15.324698657841807,2023-10-24 17:00:00,agression,Moyenne,réseaux sociaux
Barumbu,-4.2954099270267125,15.324012143452,2023-06-30 09:00:00,enlèvement,Moyenne,application Kimia-kin
